language,labels
chl gashti k bchy saaly rundi k gay hind k mu waly fuck you and your tati india bc tum log k pass shochaly bnany k pesy nai bhonkty apny baap p ho kashmir assam khalistan nagaland chatisgarh itny tukry ho g endia k,0
"chalo hijra hi sahi..lekin maharashtra mein jab aao, tab hijre ka jhaapat khaana mat bhoolna..ðŸ‘ŠâœŠðŸ¤š ",0
 teri mehrbani... ðŸ¤­,1
halala ki paidaish hai,0
hijra libral ye khud,0
retired i know that allah sab ki rozi lagata ha or boorha maa baap ma fakhar mahsoos krna chahia cuz we canâ€™t imagine the pain and stress they suffered just for us ..the whole point of this bakwas(according to some pricks),1
bharwe abu bolte hn ... hoes nhi ...,0
jaa re gelchode ... bhadwe ki nasal,0
please account uraado saali ke warna mein khud ko uraa doongi,0
mri gf k mummay bohat chotay hain.kasay bra krn,0
anchor person like a marasi,0
"hassan, urdu ki insult ya english ki insult aap jaise ahmaq aur jaahil hi kar saktey hai!",0
waha s phr bhi nhi aye hoge jo tere niazi zani kopal rhe hair....yahodi sale,0
 meri behn ye qabil e dast andazi police jurm hi nhi,1
aby spree tag kerdia ðŸ˜‚ waqayi marasi ho tum tw,0
amir liaqat aik baap ki aulad nae hai,0
 tu to sun lay ya phr whaatap p vm kro maðŸ¤£ðŸ¤£ðŸ˜œðŸ˜œðŸ˜œðŸ˜œ,1
sala kanjar .mother chod .bharwa,0
mtlb fazoll tareen anthum ha but your meme is lit man,1
ye bc peeke kuch b likhta hai charsi hai ek number.,0
 you are wrong  agar sirf gold say bastay hain tu mujhay koi kuin nahi milti,1
benchod randi ki pakistni lund lele,0
    mery liye sbhi special ðŸ’•,1
es chutiya nay phly bakwass ki ab yay bc clarification day raha hi. lanati insan. kce #najaiz baap ki uolad hi. shame on u ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡,0
rt : ask me for whatsapp and i'm gonna block you. bc baat nahi krni hoti to number lety hi q ho??,0
rt : kaam karo to light chali jati!! bc laptop band kar k blanket mai ghuso to light ajatiðŸ˜¬,0
akhrot todne ki safalta purvak koshish ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,1
wah bsdk usme sachin tendulkar ka naam bhi h us par bhi bhaunk le aur 8-10 baap ko tag kar tab jake rt milenge,0
"bol be khati ravi hijde .... ek behan toh gyi teri , chudwate chudwate mar gyi bahanchod... dusri wali behan bhej teri jaldi. ....",0
bht bara zalil ha ye bnda,0
"if charsi means stunning for you, then yes!",1
"baaaki ap k baqol yahodi hy,wo to ksi k dil ya imaan allah hi janta,,lekn ik bat to hy ap k is yahodi ny yahodion k country men puri dunya k samny jesy musalman aur islam ki detail sy btaya k ye hy mera islam jo nabi pak saw ny sikhaya jo quran ny btaya",1
" tb yhe log muzamat kr rhy thy hijaan ban ka. jiska jism uski marzi, chaye wo burqa bheny ya na pheny",1
with nectar coming back to roo has me giggling ab when me n randi were the only ambassadors in the family photo bc we got confused on when we needed to be in the pit and got called out for it,1
mera bhi yaar bhai...jindgi jhand ho gya hai bhenchodv 3 t20 me 300 rupya haar gye....,0
 matlb apko hai naðŸ˜‚,1
isky sth sth study krny ka apna hi maza haðŸ˜‹,1
"akhrot is usually termed like woman, hard on the upper surface but soft, sweet inner side.",1
dj ko hatao bhenchod gala ghot rkha hrami ny,0
rt : bhenchod graph paper pe eraser use karo toh graph paper hi gayab ho jaata hai,0
 jaa m ni boldi hunðŸ˜’ðŸ˜’,1
bhai ðŸ™ main bhi bahut chhota hoon ðŸ™ðŸ™‚,1
ganja kanjar to tha hi beghairat bhi raj ke hai ðŸ¤£,0
usman ab se chup rehna ha tmne. okay !!!,1
bhai to kuch log jinnah wali azadi kyu maang rahey hai ye bhi bata de..!!! ,1
jhoota shaitan jaali p m imran chore zakat khore yahodi agents both are bajwa and imran chore destroyed pakistan and business of pakistan nation,0
go hijra then âœˆï¸ðŸš¢,1
  aaj ke liye itni attention kaafi hai tum logon ke liye ðŸ˜‚ bye bye ðŸ¤£,1
bhenchod  dallo saalo mar jao kahin jaake a girl is providing proofs and the reporters fucking say that the images and videos can be photoshopped and that it's a violent clash which could've been started by anyone,0
lol can you tell me k phir sarfraz k sath aapky hi door me q ziadti hoti rahi?? aap khud to casino me pohnchy hue thy team haarti rahy. selection ki baat na karain to acha! azam khan team me or saud shakeel team sy out beghair khely agar yh insaf hai to nhi chahiye humain!,1
"wasay india ke sub larkya pakisatn aati han, iss hesab say tu khusray tum log howay,wasay abhe india mean suna ha awaam halla bol rhi kya wajha ha, sargecl strk kab kar rhy ghus k, koi movie hhhh",0
ye sanha ab bht over kr rhi ha bhen tu jitna mrji krle mahira itna ni krri jitna tu krri ha bus kr chod de bhen usko #championsidshukla  ,1
bc ka mtlb kuch bh lia ja sakta tumhra ulta zehan kyn chalta hain,0
ðŸ˜‚ðŸ˜‚jbh bhenchod 3no din farigh gye mere tu,0
  tere ko q perhna...,1
main kaun kesi shahzade ke dil se khelon main tu khud ek shahzade ki behen ho ðŸ™ŠðŸ™‚ðŸ˜Œ,1
 ji sahe hy lekin agar haalat aisy ho toh shadi jaldi kar leni chahye ! ðŸ˜Š,1
 jaldi ni abi to time aya h choti abi 6 months ki h,1
get ur ass fucked first by ur ex...pehle madarjaat...dkbosedk haram ki sulaad sale pehle pad toh le chutiye caa hai kya..muh mila hai toh kuch bhaunk deta hai gandu...#fuckanuragkashyap,0
kanjara lol teri maa ka yaar mao luna fazloo ka dharna hai lol ab bhi khamoshi bol raha hai kanjara lol munafiq mulla na 3 main na 13 main lol,0
 ni ab to jo marzi ho jay biyah tum say he karna hai,1
mc mulla teri maa randi thi sale,0
#mediastayunbiased pakistaniyn ab gharon ki sifai k liye bikao media safi rakh lo... landa bazar me media assan rate par bikna sharo...,0
  mistake hoga bhai aise nahi hota,1
  bro chill kar..,1
beshaq laken fazlu rahman jesa hamaen nahi chahi yae. jo jisko chahe kafir jisko chahae muslaman banadae jisko chahae qadyani jisko ko chahae yahodi ejent bana de,1
"what part of ""further consolidated"" do you not understand? it was zab who used the anti-ahmadiya sentiment to consolidate his power and in the process mainstreamed hate against ahmadis. the guy literally declared them kafirs. but nope. it was all zia's fault for sure.",1
tumara kuta wazir jahil e azam ek yahodi e agent hy aur pori ki pori team wo hi team hy jo pechli hukomaton k sat thi aur ab bi apni nalike k liye tum log sharmedha ni ho allah ka azab ho tum par ameen,0
 bill to definitely increase hota hai zafar sahib last month meri qeemat bijli 500+thi per fuel adjustment 1100 k kareeb tha,1
abe chal teri dp aur teri shakal khud tatti jesi hai tabhi dikhane me phat rahi hogi... aya bada bhaunk ne... chal nikal,0
 whats app pr tujhe pata tu hai,1
abe charsi tera bhai bhi yahi keh raha hai,0
twitter per aana ajeeb kyun lg raha hai mujhe ðŸ˜ŒðŸ™„,1
tari maa ko bi chod dain ga jase abinandn ko choda tha kutya,0
party funding case say dhyan hataya hai yahoodi nay aur kuch bhi nahi hai awaam ko gumraah kare walay hain ye aur kuch nahi kar skty,0
jab tak tumhary jesy khanzeer hukmaran musalmano k hakim rahengy tab aesa he hoga,0
bad demag aurat...,0
tere ko koi certificate dikhane ki bhi jarurat nhi hai...  teri language se hi pata lagta hai ki tu to pakka halala (multiple) ki hi paidaish hai...,0
 merey sath na hona meinay naraz hojana hai. ðŸ˜‚,1
o teri ki bc ye to tagga hai,0
  tu hindu ke naam par kalank hai. shame.,0
one gk question yah halala kya hota h???,1
pr achaa nhi lg rha hsy shyad wo ap ka friend ha es liye.. or mujy bhi.  ðŸ˜”,1
"i'm not talking about liberal girls na ye march un k ley jo already liberal ya be haya ha is march ko un girls k ley h jo mard ki hiwas ka shikar hn jo mard ki wja se apny dreams se door h, jin ki life barbad ho chuki h #auratmarch",1
isako famous karo bahut bhaunk rahi hai. ðŸ˜‚,0
 ye strips hein sugar check krne wali,1
  allah psk aap ko jza e khair atts kry aap ke azmt ko slaam gud thought yhi h i slauted  u,1
 q ni ap papers thori ho jo chor dain haha,1
tu photoshop or tera baap ask mein badsoorat ai ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ bhosrike ka movie mein hona na hona barabar fatima and bauna,0
 itehaadi apne matlab k sath mukhlis hote han is lie doobne wali kashti main sawaar nhn reh sakte  ye to khud apne sath nhn han is lie sub alag alag ho rhe han  in ko laane wale bhe ab preshan han,1
exactly apna aap hi fazool lagta hai phirðŸ¥ºðŸ™‚,1
 haan chal chal overavting mat kar ab,1
sala rundi baaz,0
 adorable? maaro mjhe maaro yeh koi mazaq ho raha hai kia? ðŸ˜­,1
"    ohh bhai centi q ho rhy ho? ap ko kis ny namak haram bol dia? rather ap ny pehly ye lafz use kia.. genuine issues py hi bat ho rhi thi mgr kafi lambi nikl gai bat. 71 k issue""idhr hum udhar tum"" ko hi to addrs krna chah rhy hain.",1
ya mirasi hain ya molvi hain. drmyan mai kuch bhi nhe. ajeeb maashra ban gaya hai,0
 ok me ja ra,1
bhaunk le beta bhaunk le tera bhi time aayega. jab amit shah pichhware me danda dalega.,0
dill nahi krta bhai sb fake hain bc..ðŸ˜‚,0
butni hoti tu pyari  hoti hen ðŸ˜ªðŸ˜ª ,1
"ndtv, aur aaj tak news channel shahin bagh ke full support main.  sham",1
astagfirullah  lakh di lanat tere mun tay  parhi lekhi jahil gawar urat  #nbc ,0
  es ne to saf na krdi hn... ab u hi khilaa dyðŸ˜”,1
 but tmhary dil mein koi orðŸ˜‚,1
soja ja ke ab ðŸ˜…,1
unka batting lineup unka bowling lineup bc no comparisonn,0
hakoomat nai 25th january #danish ka yom e wafat qrar diya jis din holiday hoga! #meraypaastumho,1
 ek tha larka ek thi larki diwani..,1
aesi baten public mai karte hain? tameez nai sikhai kisi nai? ðŸ˜‚,0
  sach sirf dar bolta hai kia? beghairat log loot k kha gai sab lifafion ko chakma dey k bhag gai govt ko chakma dey gai bahir properties bana lein haramkhor lifafi yahan un k wakeel bane phir rahey.  lanat?,0
ye jo 20-25 sal ke ldke...elections me itne ucchal rhe h...or unke baap chacha bhi koi politics me nai h...krna kya chahte ho bhai?? rally me photo khichaa kr tm jo khud ko mantri smjh re ho....asli mantri tmhara chutia kaat re hðŸ¤  chutiye ho tm! ðŸ¤¦ðŸ»â€â™‚ï¸  #freekagyan #elections2019,0
bhenchod kitna bara wallet hai yeh,0
allied health sciences waly students be kia ajeeb cheez hoty hain er main apko esy ghooraain gy jesy phly kbi kisi ko dekha ni hai..and when you ask them for help..ahhh they feel so important ðŸ˜‚ i have heard their gossips...omg,1
 aoa sir yeh patient shaukat khanaum ma ilaj krwa rahy ty. mager financial strong na hony ki waja sy niqal dia hai. plz help him. watch a complete video in a given link ,1
baapu ke baap ne nahi dilwai azadi ..lakho log saheed hue jab mili azadi smji,1
 wo pehly chati thi,1
"rt : main to nagar haath ke moongfali told leta, air akhrot bhi",1
bc ab kia keh dia me ðŸ˜³ðŸ˜’,0
3.5 tumhain kam lagtay hain..ðŸ˜³,1
ab ye wahn bhi ghasety jayengy ia allah pak ny in sa hisab to lena ha akhar itny logo k baduayn han inhyn ink waqat bhot qareeb ha ia,0
 abhe he achanak dekha hai kr doga yaar ya bhe koi baat hai jigar hai to apna â¤,1
tere paas hain numbers to tum bana lo naa raut babu kaha bhaunk rahe ho roj,0
is a mahachor & is his baap. both have  made the govt exchequer go into negative with their flights abroad. #gujjucommunity,0
sach m paisay he doobay hyn apke...,1
"with no offense, i believe ""mery zindage, mery marzy"" would've been a much better slogan for the aurat march than ""mera jisam, mery marzy"". it could've changed the dynamics all together. #werejectmerajismmerimrzi",1
rt : asif saeed khan khota? seriously? we all know that who is maai baap of bol and this anchor.  and pemra took no action?,0
asa koi ek aur drama buna chaye,1
aik zamana e b ana ta jis me shahoor rakne wale  boht chand raenge. aur wo zamana yehe ha. long live resistance,1
lo g aa gyi randdi  sabaq parane,0
yehi tu bas pata ha,1
abbtakk news channel par wakeel khatoon saifi ali khan ki tarf say abubakarsiddiq r.a par ilzam trashi ka mudallal jawab  mufti mubashir ahmad rabbani  facebook link ,1
teri maa ka yaar hai owsise.. baap hai tera.. uski ka khoon hai..gutter ki paidaish mc,0
simply called bc log...ðŸ˜‚,0
q itni ugly hain aap ? ðŸ˜‚ðŸ˜‚,0
hn akhrot,0
bari bhenchod gandi or beghairat kisam ki adat hai ye galian dena bi. shukar hai mjhe esi koi adat nai. ðŸ˜‚,0
 pehy wali thek thi us mn sober sober lagti thi,1
"halala se aayi ho ya babar ne tumhara khandan bana?,",0
bc yhi police h jo tumhe bcha rhi hai....warna mooh dikhane laayak na bachoge....mc,0
ki haramzady ki benaami olaad bc kutti k bchy,0
 police k ghr ki kheti hai kya ...jo bina kisi order k kisi ko bhi rok le,1
aik say aik randi ki nasal dekhay magar pmln walay us say bhi agay hain.,0
randi h yr,0
isss beghairat sy koye poocheh kitna maaal recover kiya .ulta govt ky paisy per dunya ky chakar laga raha hy. london embassador hotel mai stay karta hy.iskee shakal iss qabil thee.,0
"here's my twitter fam finally, sb dekh lein koi miss to ni hogya..",1
 kia ye free ha,1
 hamesha ni hota logon kay experience say bata rahi ðŸ˜…,1
mei souch raha tha ye kon uloo ka pata hai likin ye tho uloo ki patii haiðŸ˜œðŸ˜œðŸ˜œ,0
 muraad t full time magno tha,1
"tum jaise charsi gaandu bhi to hote h, jo police k andar jaane p bhi bhokte h or na jaane pr bhi...",0
tu bc ise ungal sahi karta haiðŸ˜‚ðŸ˜‚ðŸ˜‚,0
apni anna ki jeet mein duniya ki ma'an kr... mehroom meri zaat se aik shakhs hougyaðŸŒšðŸ’”,1
apni maa ko bc bolti sharam hi ha tujh ma,0
sir woh halala ki aulad mullo se apni maa chudwa raha hai abhi,0
isko tw qabaz hai bcðŸ˜‚ðŸ˜‚,0
"ali wazir khanzeer,,tu khud pti k vote se jeeta he",0
arjit singh bhenchod bas karde rulana bharway,0
ab khel jammay ga is the best one. full stop.,1
rt : 7 din baaqii rehan bhaiiðŸŽ‰ðŸŽ‰ðŸŽ‰,1
kutty k bachy randi ki nasal kisi aids waly soor ki chudai sy pyda hony waly..... agar ya sub galia bhi tujy dee jain to saly galio ki toheen hay too....,0
 kiya ap apni sister ko raat ko akely bahir jany dein gy? akely kahi out of city? nahi na kiun? kiun k halat nahi theek. or ek aurat to ye sub kar nahi sakty obviously ap mard k dar se he roky gy na????,1
rt :   mard sath na de to kr legi peda?,1
kabhi apni dost k boyfriend se dosti mat kar na breakup unka hoga aur badnaam tum hogi.. ðŸ˜‚,1
rt : bahadur baap ka bahadur beta ðŸ˜†,1
heera mandi ke randi german kutia bagharat,0
impossible hi ha itny commentsðŸ˜‚,1
tu agar hijra nahin hai tu anu ko unmute kar...  ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,0
kdr chupay huay seekhni mjhy,1
" na g na kia gaya tha, mutlub k suuuper hit.... dil per laga tha song thaaaa kar k... ðŸŽ¶â¤ï¸",1
bol kutte kyun bhaunk raha aaj ðŸ˜œ,0
   tum khud bhonkty hu,0
bilo rani tumhari pehchan sirf or sirf hijra huna hai.. na mard,0
kutiya bhaunk bhaunk ke bhadkane ki koshish kar rahi hai aur riots ho gaye to is baar yogiji ki atrocities against minorities par book likhegi-u.p filesðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£,0
 nazar mat lagayein pls say mashaallah,1
  hahaha kbhi ihd ko hhi chla oyq kr,1
 punjab bhara pada hai one side luv say. ðŸ˜‰,1
   yes definitely tum log rape main busy ho na wohi kaafi hai ðŸ¤·â€â™€ï¸ wah re hindustani teri ajab kahani,0
bharwe bbt zada ni hogaye teri following,0
chalo beta ab bht pharwa li apni baaki kal k liye bhi kuch chor do randi ki nasal,0
yogi + modi = harami,0
"dalla nahi ye randi hai, har post ke saath bik jata hai bho*diwala! ðŸ˜‚ðŸ˜‚",0
abe bosdk dlal unhone to apna vada nibhaya he,0
bhenchod ye kya hai,0
boys ki b phudi hoti h kia?,1
mukar gaya phattu aadmi. 2 kaudi ka pm hai yaaaar kise bana dia pm ðŸ˜©ðŸ˜©ðŸ˜©ðŸ˜©ðŸ˜©,0
#pashtunsstandwithmanzoor  gul marjan sab da hash tag rawan day ,1
zrort nai bro mujy pta hai kiya karty hain or kiya nai behas khtm kar yar ab,1
akhrot (nuts) tor diye ðŸ˜‚ðŸ˜‚.  our girl knows where to kick for full impact....proud of sonakshi ðŸ˜ŽðŸ˜Ž.  #kahaanhumkahaantum  #dipikakakar,0
chly phr muh sedha kry ap bhi..ðŸ˜’,1
  ye sare real issues hai lekin sirf 3 se 4 issues jo hai wo islam k khilaf hai us ki wajah se aurat march k khilaf bt krte hai ap....ap hijab krti hai mera jism meri marzi ka mtlb hai mera jism meri marzi mera baap mujhe mana na kre mai jis k sath meri sou jese marzi kaprhe pehnu,1
yahoodi sazish against the aurat march? ðŸ¤”,0
apny quaid ko samjha dena naeem mo band ker k baith jaey baaqi maamlat hum khud daikh lain gey. wesy tum kitny din k liye aye ho her dosrey din ek naya akhrot ata hy,0
chutiya he b tuu. bhen chod.,0
 keh jhoot hai ðŸ˜¶ðŸ˜¶...aesy mazak ni krty,1
ye teri ama ne chodwaya tha phudi ki,0
ma ny ap ka tweet ghor sy he parha ha ok uncle or fahad bhai ko agar anthem pasand ha to is ma burai kia ha,1
"well so what you want stop praising businessmen which are most important for economy just because they have wealth, what will happen if all the billionaires call a strike together and fired every employee a massive employment cruises.",1
apia aj kal independent rhty hein... rts krna hoti hein.. manage nhi kr paaou gaðŸ™,1
takleef tu tumse zyada kiÅŸi ko bhi nhi. .randdi,0
phattu bangalis ..,0
if some disaster befalls you say â€œinnaa lillaahi wa innaa ilayhi raajiâ€™oon.â€,1
next level ho yar aap ajeebðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ¤¦â€â™‚ï¸,1
* kiun kar0n uski fariyaad main ? meri hi nazron se uss shakhs ne mujhe giraya bohat hai . *,1
jahil k bachy kahan likha h k gair mazhb sy nikaah jaiz ha... tmari gand me jo keera ha wo nhi merna... khoty khany waly... yahoodi kahan sy hogaey ahle kitaab ....tm.b yahoodi to nhi,0
 jub tum ny help karni nhi hai phir faida..ðŸ¥º,1
bhai tu ajeeb ksi madarchod gashti ka bachha ha.,0
 aap k hubby ab tak zinda kaisay hain itna torture bardasht kar k bhi.,0
